movieID,title,genres,data,image_link
42,Nine Months,"['Comedy', 'Romance']",1995,https://image.tmdb.org/t/p/w500/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg
43,Species,"['Horror', 'Sci-Fi']",1995,https://image.tmdb.org/t/p/w500/yEAEULEn5rraRIpymMACticTfBD.jpg
44,Waterworld,"['Action', 'Adventure', 'Sci-Fi']",1995,https://image.tmdb.org/t/p/w500/pBjf3xzi6kClzWXiKMclMUX7dOP.jpg
45,Clerks,['Comedy'],1994,https://image.tmdb.org/t/p/w500/zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg
46,Disclosure,"['Drama', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/eBWkYsKvOVClb4pdgCuxxB8QaGY.jpg
47,Dumb and Dumber,"['Adventure', 'Comedy']",1991,https://image.tmdb.org/t/p/w500/b5sOa42AN7sTU9PCf7S8wI7jchB.jpg
48,Ed Wood,"['Comedy', 'Drama']",1994,https://image.tmdb.org/t/p/w500/n8SrO3WbyuY2b6KazogqbQF348C.jpg
49,French Kiss,"['Action', 'Comedy', 'Romance']",1995,https://image.tmdb.org/t/p/w500/q5hXdMfxSwhuOmWmkTJmm5qVijc.jpg
50,Hoop Dreams,['Documentary'],1994,https://image.tmdb.org/t/p/w500/7qHwh3mFJs7ldwzGSWsBLmgecfj.jpg
51,Interview with the Vampire: The Vampire Chronicles,"['Drama', 'Horror']",1994,https://image.tmdb.org/t/p/w500/2162lAT2MP36MyJd2sttmj5du5T.jpg
52,Like Water for Chocolate,"['Drama', 'Fantasy', 'Romance']",1991,https://image.tmdb.org/t/p/w500/itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg
53,Legends of the Fall,"['Drama', 'Romance', 'War', 'Western']",1994,https://image.tmdb.org/t/p/w500/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg
54,Nell,['Drama'],1994,https://image.tmdb.org/t/p/w500/aIDp3x2YfijtdherR28pIH6yenn.jpg
55,Natural Born Killers,"['Action', 'Crime', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg
56,Outbreak,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",1995,https://image.tmdb.org/t/p/w500/dxr5NoaIALZThSYeeaJKlMGCZlY.jpg
57,Leon: The Professional,"['Action', 'Crime', 'Drama', 'Thriller']",1991,https://image.tmdb.org/t/p/w500/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg
58,Pulp Fiction,"['Comedy', 'Crime', 'Drama', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg
59,Quiz Show,['Drama'],1994,https://image.tmdb.org/t/p/w500/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
60,The Specialist,"['Action', 'Drama', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/eBDoIW0WWIwbLA6fpYsISEfOtjP.jpg
61,Stargate,"['Action', 'Adventure', 'Sci-Fi']",1994,https://image.tmdb.org/t/p/w500/kLacy1TrSedHrZcsup1JNHl1upk.jpg
62,Santa Claus,"['Comedy', 'Drama', 'Fantasy']",1994,https://image.tmdb.org/t/p/w500/mm3i2KVJUKYsQQsbQ7M9XxOAgMF.jpg
63,The Shawshank Redemption,"['Crime', 'Drama']",1994,https://image.tmdb.org/t/p/w500/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg
64,Star Trek: Generations,"['Adventure', 'Drama', 'Sci-Fi']",1994,https://image.tmdb.org/t/p/w500/rHsCYDGHFUarGh5k987b0EFU6kC.jpg
65,Tommy Boy,['Comedy'],1995,https://image.tmdb.org/t/p/w500/cUvdzCbhLyYUAwbIkBjT3tC28cK.jpg
66,What's Eating Gilbert Grape,['Drama'],1993,https://image.tmdb.org/t/p/w500/8r9yts6XHbB1xNLaPC6ExNAK1Qu.jpg
67,While You Were Sleeping,"['Comedy', 'Romance']",1995,https://image.tmdb.org/t/p/w500/xrXUADqC2gt84BPYzNtXxAJEfbo.jpg
68,Muriel's Wedding,['Comedy'],1994,https://image.tmdb.org/t/p/w500/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg
69,Ace Ventura: Pet Detective,['Comedy'],1994,https://image.tmdb.org/t/p/w500/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg
70,Clear and Present Danger,"['Action', 'Crime', 'Drama', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg
71,The Client,"['Drama', 'Mystery', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/oUhZzMpHAMgdRgLbsvBIqhY7fKe.jpg
72,Cro,"['Action', 'Crime', 'Fantasy', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/9UbOGLwfsBuSCg1fl67hoSeBtAZ.jpg
73,Forrest Gump,"['Comedy', 'Drama', 'Romance', 'War']",1994,https://image.tmdb.org/t/p/w500/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg
74,Four Weddings and a Funeral,"['Comedy', 'Romance']",1994,https://image.tmdb.org/t/p/w500/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg
75,Lion King,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",1994,https://image.tmdb.org/t/p/w500/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
76,The Mask,"['Action', 'Comedy', 'Crime', 'Fantasy']",1994,https://image.tmdb.org/t/p/w500/h3gDOJYSJ9hcYT1BGbh59xGjGl3.jpg
77,Maverick,"['Adventure', 'Comedy', 'Western']",1994,https://image.tmdb.org/t/p/w500/cf4L3VW5nEHIaU3pOMZSIoBQmDP.jpg
78,Naked Gun 33 1/3: The Final Insult,"['Action', 'Comedy']",1994,https://image.tmdb.org/t/p/w500/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg
79,The River Wild,"['Action', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/fffPeOw5Ld8CrI8X9X36wMSzXuX.jpg
80,Speed,"['Action', 'Romance', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/o1Zs7VaS9y2GYH9CLeWxaVLWd3x.jpg
81,True Lies,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/pweFTnzzTfGK68woSVkiTgjLzWm.jpg
82,Addams Family Values,"['Children', 'Comedy', 'Fantasy']",1993,https://image.tmdb.org/t/p/w500/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg
83,Beverly Hills Cop III,"['Action', 'Comedy', 'Crime', 'Thriller']",1994,https://image.tmdb.org/t/p/w500/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg
84,City Slickers II: The Legend of Curly's Gold,"['Adventure', 'Comedy', 'Western']",1994,https://image.tmdb.org/t/p/w500/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg
85,Cliffhanger,"['Action', 'Adventure', 'Thriller']",1993,https://image.tmdb.org/t/p/w500/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg
86,Coneheads,"['Comedy', 'Sci-Fi']",1993,https://image.tmdb.org/t/p/w500/rAaitAn2937opFpbcxyywMEj26l.jpg
87,Dave,"['Comedy', 'Romance']",1993,https://image.tmdb.org/t/p/w500/wIUuf1NFchdCJe833JBTiSMzqfv.jpg
88,Demolition Man,"['Action', 'Adventure', 'Sci-Fi']",1993,https://image.tmdb.org/t/p/w500/dq6AmlVFo92PRuoLCcIyFdoRuxf.jpg
89,The Firm,"['Drama', 'Thriller']",1993,https://image.tmdb.org/t/p/w500/kFexXCzidkm4LwlgZqxsJsDQB5v.jpg
90,The Fugitive,['Thriller'],1993,https://image.tmdb.org/t/p/w500/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg
91,Hot Shots! Part Deux,"['Action', 'Comedy', 'War']",1993,https://image.tmdb.org/t/p/w500/zh9EGK970GHo10ETclWBOjZVUOK.jpg
92,Hudsucker Prox,['Comedy'],1994,https://image.tmdb.org/t/p/w500/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg
93,In the Line of Fire,"['Action', 'Thriller']",1993,https://image.tmdb.org/t/p/w500/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg
94,Jurassic Park,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1993,https://image.tmdb.org/t/p/w500/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg
95,Last Action Hero,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1993,https://image.tmdb.org/t/p/w500/yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg
96,Executive Decision,"['Action', 'Adventure', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/hLjXkFr9fHlWzRVwu1T31QSVHRq.jpg
97,Much Ado About Nothing,"['Comedy', 'Romance']",1993,https://image.tmdb.org/t/p/w500/kDUEegV4P8odhUTjHE2e2kWMZo3.jpg
98,Mrs. Doubtfire,"['Comedy', 'Drama']",1993,https://image.tmdb.org/t/p/w500/shHrSmXS5140o6sQzgzXxn3KqSm.jpg
99,Philadelphia,['Drama'],1993,https://image.tmdb.org/t/p/w500/tFe5Yoo5zT495okA49bq1vPPkiV.jpg
100,The Piano Teacher,"['Drama', 'Romance']",1993,https://image.tmdb.org/t/p/w500/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg
101,The Remains of the Day,"['Drama', 'Romance']",1993,https://image.tmdb.org/t/p/w500/qtwipjmSypSQuSvz5BNirSxZqbg.jpg
102,Robin Hood: Men in Tights,['Comedy'],1993,https://image.tmdb.org/t/p/w500/woexOLEkUlYsPLLuZRK6LjZaF38.jpg
103,Schindler's List,"['Drama', 'War']",1993,https://image.tmdb.org/t/p/w500/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg
104,Searching for Bobby Fischer,['Drama'],1993,https://image.tmdb.org/t/p/w500/oAJpHkMpfXiFY9F3HocIz9fhHLc.jpg
105,Sleepless in Seattle,"['Comedy', 'Drama', 'Romance']",1993,https://image.tmdb.org/t/p/w500/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg
106,So I Married an Axe Murderer,"['Comedy', 'Romance', 'Thriller']",1993,https://image.tmdb.org/t/p/w500/wMr6ZjfOnCHOA9Qm3jvo0e7nzfx.jpg
107,Nightmare Before Christmas,"['Animation', 'Children', 'Fantasy', 'Musical']",1993,https://image.tmdb.org/t/p/w500/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
108,Three Musketeers,"['Action', 'Adventure', 'Comedy', 'Romance']",1993,https://image.tmdb.org/t/p/w500/hfExJPcbBtDeFDEb7I1By72Drlr.jpg
109,Tombstone,"['Action', 'Drama', 'Western']",1993,https://image.tmdb.org/t/p/w500/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg
110,True Romance,"['Crime', 'Thriller']",1993,https://image.tmdb.org/t/p/w500/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
111,Home Alone,"['Children', 'Comedy']",1990,https://image.tmdb.org/t/p/w500/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg
112,Ghost,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Thriller']",1990,https://image.tmdb.org/t/p/w500/w9RaPHov8oM5cnzeE27isnFMsvS.jpg
113,Aladdin,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",1992,https://image.tmdb.org/t/p/w500/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg
114,Terminator 2: Judgment Day,"['Action', 'Sci-Fi']",1991,https://image.tmdb.org/t/p/w500/5M0j0B18abtBI5gi2RhfjjurTqb.jpg
115,Dances with Wolves,"['Adventure', 'Drama', 'Western']",1990,https://image.tmdb.org/t/p/w500/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg
116,Silence of the Lamb,"['Crime', 'Horror', 'Thriller']",1991,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
117,Beauty and the Beast,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']",1991,https://image.tmdb.org/t/p/w500/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg
118,Pretty Woman,"['Comedy', 'Romance']",1990,https://image.tmdb.org/t/p/w500/hVHUfT801LQATGd26VPzhorIYza.jpg
119,Fargo,"['Comedy', 'Crime', 'Drama', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
120,Primal Fear,"['Crime', 'Drama', 'Mystery', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg
121,Mission: Impossible,"['Action', 'Adventure', 'Mystery', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg
122,Dragonheart,"['Action', 'Adventure', 'Fantasy']",1996,https://image.tmdb.org/t/p/w500/1J2FvxEoEKMFT9TjUdfhm0MJhZD.jpg
123,James and the Giant Peach,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",1996,https://image.tmdb.org/t/p/w500/nl2oB6EbD1fHFuP2TLUHDtqs7Ux.jpg
124,Space Jam,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",1996,https://image.tmdb.org/t/p/w500/6h3FIr5CQFCBV8Xrv7XZLZbIQR0.jpg
125,Truth About Cats and Dog,"['Comedy', 'Romance']",1996,https://image.tmdb.org/t/p/w500/5V10mg1rAbwWYNF6IjnEYokIR8f.jpg
126,Twister,"['Action', 'Adventure', 'Romance', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/6tagtmPVOG4QqraQ4piUFLoqaoj.jpg
127,Wallace and Gromit: A Close Shave,"['Animation', 'Children', 'Comedy']",1995,https://image.tmdb.org/t/p/w500/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg
128,Trainspotting,"['Comedy', 'Crime', 'Drama']",1996,https://image.tmdb.org/t/p/w500/bhY62Dw8iW54DIhxPQerbuB9DOP.jpg
129,Independence Day,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1991,https://image.tmdb.org/t/p/w500/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg
130,Hunchback of Notre Dam,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",1996,https://image.tmdb.org/t/p/w500/ds4pCq0GOEarBHI35bYSN2PC0KQ.jpg
131,The Cable Guy,"['Comedy', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/iLmtIWy64uIkxLyi0A0vyzFfn5f.jpg
132,Kingpin,['Comedy'],1996,https://image.tmdb.org/t/p/w500/cT3vdSxcEOTHPf99sbopWt7rdHa.jpg
133,Eraser,"['Action', 'Drama', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/1FUV5ZmEkbxvqwQW0az4tFFOSmo.jpg
134,Nutty Professor,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",1996,https://image.tmdb.org/t/p/w500/7HlhufckAoQb1yIu3FNu339Iuv4.jpg
135,Phenomenon,"['Drama', 'Romance']",1996,https://image.tmdb.org/t/p/w500/5eK1HNf0Kl2vDPOeqf1kX4SKxrw.jpg
136,A Time to Kill,"['Drama', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/apUSR9WE7lMATBGYhzZ8RnPDYsK.jpg
137,Ransom,"['Crime', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/kFShhVUU5LfGmLvo9OJGM8dyDFL.jpg
138,Tin Cup,"['Comedy', 'Drama', 'Romance']",1996,https://image.tmdb.org/t/p/w500/rB7OvMmjcBFoogleORaUqrRgp8g.jpg
139,Romeo + Juliet,"['Drama', 'Romance']",1996,https://image.tmdb.org/t/p/w500/eLf4jclPijOqfEp6bDAmezRFxk5.jpg
140,Reservoir Dogs,"['Crime', 'Mystery', 'Thriller']",1992,https://image.tmdb.org/t/p/w500/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg
141,Basic Instinct,"['Crime', 'Mystery', 'Thriller']",1992,https://image.tmdb.org/t/p/w500/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg
142,The Crying Game,"['Drama', 'Romance', 'Thriller']",1992,https://image.tmdb.org/t/p/w500/ucbjsq0s3Skw7HJo0yy2k5qPrcm.jpg
143,Wallace and Gromit: The Wrong Trousers,"['Animation', 'Children', 'Comedy', 'Crime']",1993,https://image.tmdb.org/t/p/w500/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg
144,English Patient,"['Drama', 'Romance', 'War']",1996,https://image.tmdb.org/t/p/w500/8eHHqMg8qEYtVw8LQLygsHXSR2q.jpg
145,Raiders of the Lost Ark,"['Action', 'Adventure']",1991,https://image.tmdb.org/t/p/w500/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
146,"The Good, the Bad and the Ugly","['Action', 'Adventure', 'Western']",1991,https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg
147,Goodfellas,"['Crime', 'Drama']",1990,https://image.tmdb.org/t/p/w500/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg
148,Army of Darkness,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",1993,https://image.tmdb.org/t/p/w500/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg
149,Das Boot,"['Action', 'Drama', 'War']",1991,https://image.tmdb.org/t/p/w500/9nV5YlX05MHC7zZzffY9kgc8r5d.jpg
150,Groundhog Day,"['Comedy', 'Fantasy', 'Romance']",1993,https://image.tmdb.org/t/p/w500/4TszNbG17nMoS7HZaVl6OCfJdDs.jpg
151,Unforgiven,"['Drama', 'Western']",1992,https://image.tmdb.org/t/p/w500/54roTwbX9fltg85zjsmrooXAs12.jpg
152,Alien 3,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1991,https://image.tmdb.org/t/p/w500/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg
153,Dracula,"['Fantasy', 'Horror', 'Romance', 'Thriller']",1991,https://image.tmdb.org/t/p/w500/ueVSPt7vAba0XScHWTDWS5tNxYX.jpg
154,Star Trek: First Contact,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/vrC1lkTktFQ4AqBfqf4PXoDDLcw.jpg
155,Sling Blade,['Drama'],1996,https://image.tmdb.org/t/p/w500/y7kYNk6gJMkPx1YfXhXw6fMTstf.jpg
156,Die Hard 2,"['Action', 'Adventure', 'Thriller']",1990,https://image.tmdb.org/t/p/w500/lDFO7D4MdbhjOwaPwe18QG69Rt0.jpg
157,Star Trek VI: The Undiscovered Country,"['Action', 'Mystery', 'Sci-Fi']",1991,https://image.tmdb.org/t/p/w500/tvTOJD7Gz668GLy2nNdLRQvpPsv.jpg
158,Batman Returns,"['Action', 'Crime']",1992,https://image.tmdb.org/t/p/w500/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg
159,Mars Attacks!,"['Action', 'Comedy', 'Sci-Fi']",1996,https://image.tmdb.org/t/p/w500/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg
160,Jerry Maguire,"['Drama', 'Romance']",1996,https://image.tmdb.org/t/p/w500/lABvGN7fDk5ifnwZoxij6G96t2w.jpg
161,Sneakers,"['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']",1992,https://image.tmdb.org/t/p/w500/l2pIGwCvpZEpBuMb55YBl6A04Jv.jpg
162,Scream,"['Comedy', 'Horror', 'Mystery', 'Thriller']",1996,https://image.tmdb.org/t/p/w500/971Kqs1q4nuSc9arn1QAuKYbfxy.jpg
163,Last of the Mohican,"['Action', 'Romance', 'War', 'Western']",1992,https://image.tmdb.org/t/p/w500/qzJMPWRtZveBkxXOv3ucWhoJuyj.jpg
164,Donnie Brasco,"['Crime', 'Drama']",1997,https://image.tmdb.org/t/p/w500/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg
165,Liar Liar,['Comedy'],1997,https://image.tmdb.org/t/p/w500/p1habYSdC7oD3WygQ5lynU5G5rV.jpg
166,Grosse Pointe Blank,"['Comedy', 'Crime', 'Romance']",1997,https://image.tmdb.org/t/p/w500/7lQ0MSNQqBTYpXTTZL82u1n95Z3.jpg
167,Austin Powers: International Man of Mystery,"['Action', 'Adventure', 'Comedy']",1997,https://image.tmdb.org/t/p/w500/qSvfLwdDBLjZaPwA7qdn0yYePq5.jpg
168,Fifth Element,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1997,https://image.tmdb.org/t/p/w500/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg
169,Lost World: Jurassic Park,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/jElpCJkSaRPYwIMwZY28gOKV7BK.jpg
170,Con Air,"['Action', 'Adventure', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg
171,Batman and Robin,"['Action', 'Adventure', 'Fantasy', 'Thriller']",1997,https://image.tmdb.org/t/p/w500/cGRDufDDSrFrv7VI4YnmWnslne0.jpg
